exp,peers,nlr,failures,crash-timing,vctimeout,datacenters,bandwidth,num-connections,orderer,clients,instances,client-threads,segment,leader-policy,epoch,batchsize,batchtimeout,batchrate,msgbatchperiod,buckets,leader-buckets,authentication,verify-early,throughput-cap,target-throughput,rate-per-client,hard-rate-limit,requests,cl-watermarks,batch-verifier,request-handlers,req-buffer-size
0000,4,1,0,EpochStart,60000,1,1gbit,4,Pbft,1,1,1,256,Single,256,1000,1000,32,1,16,16,true,false,131072000,1000,1000,false,2400000,4194304,external,32,8192
