     993	     578	     997	    199400	    1000	    1000	       0
     997	     594	    1002	    200400	    1000	    1000	       0
    1000	     591	     998	    199600	    1000	    1000	       0
    1000	     594	    1001	    200200	    1000	    1000	       0
    1000	     576	    1000	    200000	    1000	    1000	       0
    1000	     576	     999	    199800	    1000	    1000	       0
    1000	     590	    1001	    200200	    1000	    1000	       0
    1000	     567	    1001	    200200	    1000	    1000	       0
    1000	     610	    1000	    200000	    1000	    1000	       0
    1000	     577	     999	    199800	    1000	    1000	       0
    1000	     595	    1001	    200200	    1000	    1000	       0
    1000	     590	     999	    199800	    1000	    1000	       0
    1000	     577	    1002	    200400	    1000	    1000	       0
    1000	     594	     997	    199400	    1000	    1000	       0
    1000	     600	    1001	    200200	    1000	    1000	       0
    1000	     591	    1000	    200000	    1000	    1000	       0
    1000	     603	    1001	    200200	    1000	    1000	       0
    1000	     600	     999	    199800	    1000	    1000	       0
    1000	     610	    1000	    200000	    1000	    1000	       0
    1000	     578	    1001	    200200	    1000	    1000	       0
    1000	     595	    1000	    200000	   32000	    2600	       0
    1000	     611	     999	    199800	    5000	    2600	       0
    1000	     582	    1001	    200200	    5000	    2600	       0
    1000	     585	    1000	    200000	    5000	    2600	       0
    1000	     583	    1000	    200000	    5000	    2600	       0
    1000	     602	    1000	    200000	    5000	    2600	       0
    1000	     577	     999	    199800	    5000	    2600	       0
    1000	     569	    1000	    200000	    5000	    2600	       0
    1000	     602	    1005	    982600	    5000	    2600	       0
    1000	     602	     994	    994000	    5000	    2600	       0
    1000	     605	    1001	   1001000	    5000	    2600	       0
    1000	     587	    1001	   1001000	    5000	    2600	       0
    1000	     596	     998	    998000	    5000	    2600	       0
    1000	     620	    1000	   1000000	    5000	    2600	       0
    1000	     615	    1000	   1000000	    5000	    2600	       0
    1000	     589	    1003	   1003000	    5000	    2600	       0
    1000	     591	     998	    998000	    5000	    2600	       0
    1000	     590	    1000	   1000000	    5000	    2600	       0
    1000	     597	    1000	   1000000	    5000	    2600	       0
    1000	     601	    1000	   1000000	    5000	    2600	       0
    1000	     595	    1001	   1001000	   28285	    2900	       0
    1000	     598	     999	    999000	    5000	    2900	       0
    1000	     606	    1001	   1001000	    5000	    2900	       0
    1000	     600	    1000	   1000000	    5000	    2900	       0
    1000	     593	    1005	   1005000	    5000	    2900	       0
    1000	     595	     995	    995000	    5000	    2900	       0
    1000	     610	     999	    999000	    5000	    2900	       0
    1000	     594	    1001	   1001000	    5000	    2900	       0
    1000	     593	    1005	   1005000	    5000	    2900	       0
    1000	     582	     996	    996000	    5000	    2900	       0
    1000	     589	     998	    998000	    5000	    2900	       0
    1000	     592	    1000	   1000000	    5000	    2900	       0
    1000	     602	    1000	   1000000	    5000	    2900	       0
    1000	     599	    1000	   1000000	    5000	    2900	       0
    1000	     590	    1000	   1000000	    5000	    2900	       0
    1000	     587	    1013	   1013000	    5000	    2900	       0
    1000	     593	     988	    988000	    5000	    2900	       0
    1000	     588	     998	    998000	    5000	    2900	       0
    1000	     586	    1001	   1001000	    5000	    2900	       0
    1000	     584	    1001	     74750	    5000	    2900	       0
    1000	     585	     982	     49100	     526	     100	       0
    1922	     327	    1023	     51150	     526	     100	       0
    1011	      65	     995	     49750	     526	     100	       0
    1009	      63	    1002	     50100	     526	     100	       0
    1008	      64	     987	     49350	     526	     100	       0
    1009	      64	    1003	     50150	     526	     100	       0
    1011	      63	    1004	     50200	     526	     100	       0
    1006	      63	    1003	     50150	     526	     100	       0
     913	      64	     999	     49950	     526	     100	       0
    1007	      65	    1001	     50050	     526	     100	       0
    1008	      66	    1001	     50050	     526	     100	       0
    1023	      65	    1002	     50100	     526	     100	       0
    1008	      63	    1001	     50050	     526	     100	       0
    1011	      63	     999	     49950	     526	     100	       0
    1008	      63	     983	     49150	     526	     100	       0
    1011	      63	    1009	     50450	     526	     100	       0
    1009	      63	    1003	     50150	     526	     100	       0
    1007	      63	    1005	     50250	     526	     100	       0
     907	      64	     999	     49950	     526	     100	       0
    1005	      66	    1001	     50050	     526	     100	       0
     303	      70	     305	     15250	      66	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     100	    3200	       1
       0	    1000	       0	         0	     142	    3600	       1
       0	    1000	       0	         0	     142	    3600	       1
       0	    1000	       0	         0	     142	    3600	       1
       0	    1000	       0	         0	     142	    3600	       1
       0	    1000	       0	         0	     142	    3600	       1
       0	    1000	       0	         0	     142	    3600	       1
       0	    1000	       0	         0	     142	    3600	       1
       0	    1000	       0	         0	     142	    3600	       1
       0	    1000	       0	         0	     142	    3600	       1
       0	    1000	       0	         0	     142	    3600	       1
       0	    1000	       0	         0	     142	    3600	       1
       0	    1000	       0	         0	     142	    3600	       1
       0	    1000	       0	         0	     142	    3600	       1
